For Class,Method,Ascendants,Ascendant IDs,Descendants,Descendants IDs,Instance ID
Time Review Event,Time Review Event@ Update Tax Authorities on Worker Time Blocks(PRU)*P*S+???+PA,(implements for Time Review Event) Action Event@process Event Complete(PU)*O/g,371$88001,"Derived_WTB@get Derived_WTBs for Tax Authorities Update(IOP)*P*S[rsmb]

Derived_WTB@ Update Tax Authorities from Derived WTB(DPU)[pumb]

Worker Time Block@filter Worker Time Blocks need to update Tax Authorities for TRE(SS)*P*S[rsmb]+PA","87$447184,87$447185,82$40718",54$53704
Time Review Event,Time Review Event@set WCTB entry status to Sent Back(PRU)+PA,(implements for Time Review Event) Action Event@process Event Sent Back(PU)*O/a,371$121015,"Instance@process Automatic Assignment Only(PU)(public)[pumb]

Time Off Event@get Time Off Entries Recorded by Time Off Event(SS)(public)[rsmb]

Time Review Event@get Time Review Event.groups Worker Time Block(GR)

Time Tracking Set Up Option@get Sent Back instance(GSI)*S(public)[rsmb]","87$413938,82$5524,207$51528,87$348955",54$70862
Time Review Event,Time Review Event@set Worker Time Block entry status to Denied(PRU)+???+PA,(implements for Time Review Event) Action Event@process Event Terminated(PU)*O/b,371$121014,"Event@get Current Action Event is Denied(GRA)(public)[ramb]

Instance@process Automatic Assignment Only(PU)(public)[pumb]

Time Review Event@get Time Review Event.groups Worker Time Block(GR)

Time Tracking Set Up Option@get Time Tracking Set Up Option - Denied(GSI)*S(public)[rsmb]","82$5524,86$46868,207$51528,87$348956",54$70863
Time Review Event,Time Review Event@ Worker Time Block /Time Review Event.groups Worker Time Block /Entry Status to Not Submitted(PRU)+???+PA,Time Review Event@process Submit Time(PU)/c,371$121758,"Event@is Saved for Later Most Recent Event Record Action(CS)[ramb]

Time Review Event@get Time Review Event.groups Worker Time Block(GR)

Time Tracking Set Up Option@get Time Tracking Set Up Option - Not Submitted(GSI)*S(public)[rsmb]

Worker Time Block@set Entry Status to Not Submitted(PU)*P[pumb]","82$60513,207$51528,87$348954,86$529564",54$71254
Time Review Event,Time Review Event@process Worker Time Period(PRU)*P*S+???+PA+TG,Time Review Event@process Save for Later and Submit(PU)/e,371$122058,"Instance@add New or Get Process Instance from parm(GSS)*P*S(public)[rsmb]

Instance@process Common(PU)(public)[pumb]

Worker Time Period@query Worker Time Period for Worker and Date Range(IOP)*P*S[rsmb]+PA","87$80,87$641459,82$14",54$71406
Time Review Event,Time Review Event@process Worker Time Period(PRU)*P*S+???+PA,Time Review Event@process Create and Submit TRE for each submittable Period(PU)*P*S/b+TG,371$127901,"Instance@add New or Get Process Instance from parm(GSS)*P*S(public)[rsmb]

Instance@process Common(PU)(public)[pumb]

Worker Time Period@get End Date adjusted for Day Breaker using End Date parm(SAC)*P*S[ramb]+PA

Worker Time Period@get Start Date adjusted for Day Breaker using Start Date parm(SAC)*P*S[ramb]+PA

Worker Time Period@query Worker Time Period for Worker and Date Range with dates adjusted for Day Breaker(IOP)*P*S[rsmb]+PA","87$80,86$563035,87$674108,86$563036,82$14",54$74231
Time Review Event,Time Review Event@responds Adjustments Submitted/...- Conclusion Step(BUIR)*S,Time Review Event@responds Adjustments Submitted/...- Conclusion Step(BUIR)*S[brmb]+???+PA,84$8290,Time Review Event@build Adjust Calculated Time Response(BE)*P*S[remb]+PA,85$44634,62$5053
Time Review Event,Time Review Event@responds /Critical Errors must be f...- Subsequent Step(BUIR)*S,Time Review Event@responds /Critical Errors must be f...- Subsequent Step(BUIR)*S[brmb]+???+PA,84$8381,Time Review Event@build Adjust Calculated Time Edit(BE)*P*S[remb]+PA,85$43413,62$5101
Time Review Event,Time Review Event@responds Enter Reported Time Edit - WATS- Conclusion Step(BUIR)*S,Time Review Event@responds Enter Reported Time Edit - WATS- Conclusion Step(BUIR)*S[brmb]+???,84$8485,Worker Time Block@build Enter Reported Time Edit - WATS(BE)*P*S[remb]+PA,85$45451,62$5166
Time Review Event,Time Review Event@responds Time Review Event Certify Effort Edit- Subsequent Step(BUIR),Time Review Event@responds Time Review Event Certify Effort Edit- Subsequent Step(BUIR)[brmb]+PA,84$9187,Time Review Event@build Time Review Event Certify Effort Edit(BE)*P[remb]+PA,85$49622,62$5656
Time Review Event,Time Review Event@responds You have submitted/...- Conclusion Step(BUIR),"Time Review Event@responds You have submitted/...- Conclusion Step(BUIR)[brmb]+???-TG

Time Review Event@responds You have submitted/...- Conclusion Step(BUIR)[brmb]+TG","84$10906,84$26030","Time Review Event@get Event Confirmation View MSS(GRE)*P[remb]+???

Time Review Event@get nyw:Event Confirmation View for Mobile(GRE)[remb]+???","85$58829,85$58830",62$6764
Time Review Event,Time Review Event@responds Submit Time- Subsequent Step(BUIR)*S,Time Review Event@responds Submit Time- Subsequent Step(BUIR)*S[brmb]+PA,84$14323,Time Review Event@build Submit Time(BE)*P*S[remb]+PA,85$75507,62$9110
Time Review Event,Time Review Event@responds Submit Time High Volume- Subsequent Step(BUIR)*S,Time Review Event@responds Submit Time High Volume- Subsequent Step(BUIR)*S[brmb]+???+PA,84$20410,Time Review Event@build Submit Time High Volume(BE)*P*S[remb]+PA,85$90424,62$11338
Time Review Event,Time Review Event@responds Simple Time Review Event Response- Conclusion Step(BUIR),Time Review Event@responds Simple Time Review Event Response- Conclusion Step(BUIR)[brmb]+???-TG,84$17539,"Time Review Event@build Simple Time Review Event Response(BE)*P*S[remb]+PA

Time Review Event@get Submit Time Final Response(SAC)*P*S[ramb]","85$90425,86$335293",62$11339
Time Review Event,Time Review Event@responds Submit Time for Worker Period Selection- Subsequent Step(BUIR)*S,Time Review Event@responds Submit Time for Worker Period Selection- Subsequent Step(BUIR)*S[brmb],84$17754,Time Review Event@build Submit Time for Worker Period Selection(BE)*P*S[remb],85$91179,62$11482
Time Review Event,Time Review Event@responds View Time Calendar- Conclusion Step(BUIR),Time Review Event@responds View Time Calendar- Conclusion Step(BUIR)[brmb]+???+PA,84$18719,Time Review Event@build View Time Calendar(BE)*P[remb],85$95142,62$12111
Time Review Event,Time Review Event@responds Submit Time for Worker Start- Subsequent Step(BUIR)*S,Time Review Event@responds Submit Time for Worker Start- Subsequent Step(BUIR)*S[brmb]+???,84$20409,Time Review Event@build Submit Time for Worker Start(BE)*S[remb],85$102015,62$13254
Time Review Event,Time Review Event@responds Submit Time By Worker Start- Conclusion Step(BUIR)*S,Time Review Event@responds Submit Time By Worker Start- Conclusion Step(BUIR)*S[brmb]+???+PA,84$20411,Time Review Event@build Submit Time By Worker Start(BE)*P*S[remb],85$102016,62$13255
Time Review Event,Time Review Event@ Time Review Event from Processing Task(GSS)*S,Time Review Event@ Time Review Event from Processing Task(GSS)*S[rsmb],87$143497,,,65$4881
Time Review Event,Time Review Event@get Response Instance Event Record from Response Instance(GSS)*S,Time Review Event@get Response Instance Event Record from Response Instance(GSS)*S[rsmb],87$185889,,,65$6006
Time Review Event,Time Review Event@get processing Revise Worker Time Start(GES)*S,Time Review Event@get processing Revise Worker Time Start(GES)*S[remb],85$45504,,,67$2889
Time Review Event,Time Review Event@is Time Review Event has Exceptions(EC),Time Review Event@is Time Review Event has Exceptions(EC)[ramb],86$122454,Time Review Event@get Instances for Exception Evaluation with Exception(GRS)[rsmb],87$158684,94$7726
Time Review Event,Time Review Event@is Time Review Event is In Progress and Submitted(EC)*P*S,"Time Review Event@is Time Review Event is In Progress and Submitted(EC)*P*S[ramb]

Time Review Event@is Time Review Event is In Progress and Submitted(EC)*P*S[ramb]+PA","86$156806,86$122760","Event Behavior@is Event parm In Progress(GRA)*P*S(public)[ramb]+PA

Time Review Event@get Time Review Event is Awaiting Initiation (Saved for Later or Revise)(GRA)*P*S[ramb]","86$106400,86$106395",94$7748
Time Review Event,Time Review Event@is Calculated Time Adjustment Exists(EC),Time Review Event@is Calculated Time Adjustment Exists(EC)[ramb],86$124402,Time Review Event@get Adjustment Exists for Time Review Event(IOP)[rsmb],87$197200,94$7831
Time Review Event,Time Review Event@is Time Review Event has Project Time(EC),Time Review Event@is Time Review Event has Project Time(EC)[ramb],86$154974,"Time Review Event@get Projects for Time Review Event(IOP)[rsmb]

Time Review Event@get Projects From Project Plan Tasks For Time Review Event(IOP)[rsmb]","87$145046,87$140188",94$9511
Time Review Event,Time Review Event@is Time Blocks or TETOs Exist for Primary Position(EC)*P*S,"Time Review Event@is Time Blocks or TETOs Exist for Primary Position(EC)*P*S[ramb]+PA

Time Review Event@is Time Blocks or TETOs Exist for Primary Position(EC)*P*S[ramb]+PA","86$252697,86$264365",Worker Time Block@get Worker Time Blocks with Primary Position(IOP)*P*S[rsmb],87$201642,94$9742
Time Review Event,Time Review Event@is Period 1 Submitable(EC)*P*S,Time Review Event@is Period 1 Submitable(EC)*P*S[ramb]+???+PA,86$278794,Time Review Event@is Time Period for Start Date Non-Submitable(EBE)*P*S[ramb]+???+PA,86$410212,94$15303
Time Review Event,Time Review Event@is Period 2 Submitable(EC)*P*S,Time Review Event@is Period 2 Submitable(EC)*P*S[ramb]+???+PA,86$278795,Time Review Event@is Time Period for End Date Non-Submitable(EBE)*P*S[ramb]+???+PA,86$410213,94$15304
Time Review Event,Time Review Event@get Event Confirmation View MSS(GRE)*P,Time Review Event@get Event Confirmation View MSS(GRE)*P[remb]+???,85$58829,"Event@build Event Confirmation View MSS(BE)*P(public)[remb]+???+PA

Time Review Event@get Current Event Or Newly Created Events Not In Cancelled State(SS)[rsmb]","87$233079,85$50271",197$1364
Time Review Event,Time Review Event@get nyw:Event Confirmation View for Mobile(GRE),Time Review Event@get nyw:Event Confirmation View for Mobile(GRE)[remb]+???,85$58830,"Event@build nyw:Event Confirmation View for Mobile(BE)*P[remb]+???+PA

Time Review Event@get Current Event Or Newly Created Events Not In Cancelled State(SS)[rsmb]","87$233079,85$50269",197$1365
Time Review Event,Time Review Event@get Time Review Event.for Position(GR),Time Review Event@get Time Review Event.for Position(GR),207$23310,,,207$23310
Time Review Event,Time Review Event@get Time Review Event.for Project(GR),"Time Review Event@get Time Review Event.for Project(GR)

Time Review Event@get Time Review Event.for Project(GR)[rsmb]+???","207$31346,87$263012",,,207$31346
Time Review Event,Time Review Event@get Time Review Event.groups Worker Time Block(GR),Time Review Event@get Time Review Event.groups Worker Time Block(GR),207$51528,,,207$51528
Time Review Event,Time Review Event@get Cost Centers On Worker Time Blocks For Time Review Event(IOP),Time Review Event@get Cost Centers On Worker Time Blocks For Time Review Event(IOP)[rsmb],87$135900,Time Review Event@get Time Review Event.groups Worker Time Block(GR),207$51528,2663$4190
Time Review Event,Time Review Event@get Projects for Time Review Event(IOP),"Time Review Event@get Projects for Time Review Event(IOP)[rsmb]

Time Review Event@get Projects for Time Review Event(IOP)[rsmb]+???","87$263013,87$140188",Time Review Event@get Time Review Event.groups Worker Time Block(GR),207$51528,2663$4743
Time Review Event,Time Review Event@get Projects From Project Plan Tasks For Time Review Event(IOP),"Time Review Event@get Projects From Project Plan Tasks For Time Review Event(IOP)[rsmb]

Time Review Event@get Projects From Project Plan Tasks For Time Review Event(IOP)[rsmb]+???","87$145046,87$263014","Project Plan Task@get Project for Project Plan Task(IOP)(public)*O[rsmb]

Time Review Event@get Time Review Event.groups Worker Time Block(GR)","87$104817,207$51528",2663$5326
Time Review Event,Time Review Event@get Time Review Events For Worker(IOP)*P*S,Time Review Event@get Time Review Events For Worker(IOP)*P*S[rsmb],87$132829,,,2663$5593
Time Review Event,Time Review Event@get Time Review Events for Date Range(IOP)*P*S,Time Review Event@get Time Review Events for Date Range(IOP)*P*S[rsmb]+PA,87$162168,Time Review Event@get Time Review Events for Worker within Date Range(SS)*P*S[rsmb]+PA,87$162177,2663$6906
Time Review Event,Time Review Event@get Role Enableds securing Event Target Without Projects or Cost Centers(IOP)*P*S,Time Review Event@get Role Enableds securing Event Target Without Projects or Cost Centers(IOP)*P*S[rsmb]+PA,87$168507,"Time Review Event@get Role Enableds Without Cost Center(SS)*P*S[rsmb]

Time Review Event@get Role Enableds Without Projects And Project Hierarchies(SS)*P*S[rsmb]","87$168616,87$168735",2663$7572
Time Review Event,Time Review Event@get Time Review Events for Worker limited to Time Review Event with In Progress Time Off Entries(IOP)*P*S,"Time Review Event@get Time Review Events for Worker limited to Time Review Event with In Progress Time Off Entries (except Micro Edit)(IOP)*P*S[rsmb]+???

Time Review Event@get Time Review Events for Worker limited to Time Review Event with In Progress Time Off Entries(IOP)*P*S[rsmb]","87$186880,87$393558","Event@is Event Not Completed(EC)[ramb]

Time Off Entry (Derived)@get Time Off Entry(Derived) originates from Time Off Entry(SS)(public)[rsmb]

Time Off Entry@get Time Off Entry.recorded by Time Off Event(GR)(public)*O","86$170386,87$414518,207$1501",2663$9555
Time Review Event,Time Review Event@get Adjustment Exists for Time Review Event(IOP),Time Review Event@get Adjustment Exists for Time Review Event(IOP)[rsmb],87$197200,"Time Review Event@get Time Review Event.groups Worker Time Block(GR)

Worker Time Block@get Calculated Time Adjusted or Manually Added(SS)[rsmb]","87$241572,207$51528",2663$10567
Time Review Event,Time Review Event@get Worker Time Blocks Grouped per Position and Project(IOP)*P*S,Time Review Event@get Worker Time Blocks Grouped per Position and Project(IOP)*P*S[rsmb],87$262997,"Instance Iterator@get Instance Iterator.groups Instance(GR)(public)

Worker Coordinated Time Block@get Position for Worker Time Block or Time Off Entry(SS)[rsmb]+???

Worker Coordinated Time Block@get Position from Worker Coordinated Time Block(GRS)*P*S[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Blocks for TETO and WTB parms(SS)*P*S[rsmb]

Worker Coordinated Time Block@get Worker Coordinated Project(GRS)*P*S[rsmb]+???+PA

Worker Coordinated Time Block@get Worker Coordinated Project(GSS)[rsmb]+???","87$284721,87$284725,87$284726,87$262998,207$12486,87$263000",2663$16927
Time Review Event,Time Review Event@get Time Review Events for Time Off Entry Selections and/or Worker Time Block Selections(IOP)*P*S,"Time Review Event@get Time Review Events for Time Off Entry Selections and/or Worker Time Block Selections(IOP)*P*S[rsmb]

Time Review Event@get Time Review Events for Time Off Entry Selections and/or Worker Time Block Selections(IOP)*P*S[rsmb]+PA","87$399890,87$358375","Worker Coordinated Time Block@get Worker Coordinated Blocks for TETO and WTB parms(SS)*P*S[rsmb]+PA

Worker Coordinated Time Block@Time Review Events for Worker Coordinated Time Block Time Review Event [Nonsingular](GSS)[rsmb]","87$358376,87$358377",2663$25328
Time Review Event,Time Review Event@get Time Review Events for Modified Worker Time Blocks(IOP)*P*S,Time Review Event@get Time Review Events for Modified Worker Time Blocks(IOP)*P*S[rsmb],87$361356,,,2663$25603
Time Review Event,Time Review Event@get Time Review Events within moment range for Worker Time Block parm(IOP)*P*S(public),"Time Review Event@get Time Review Events of Unprocessed Worker Time Blocks for Lag related to No Retro Processing Prior to(IOP)*P*S(public)[rsmb]+???+PA

Time Review Event@get Time Review Events within moment range for Worker Time Block parm(IOP)*P*S(public)[rsmb]","87$417300,87$417295","Time Review Event@is Time Review Events Between Two Moments(EBE)*P*S(public)[ramb]+PA

Worker Time Block@get Time Review Events for Worker Time Block(SS)(public)[rsmb]","86$197593,87$179662",2663$34571
Time Review Event,Time Review Event@get Time Review Events for Worker Not Secured that intersect Date Range(IOP)*P*S,"Time Review Event@get Time Review Events for Worker Not Secured that intersect Date Range(IOP)*P*S[rsmb]

Time Review Event@get Time Review Events for Worker Not Secured that intersect Date Range(IOP)*P*S[rsmb]+???","87$469488,87$469490",,,2663$44457
Time Review Event,Time Review Event@create Time Period Selections for Submit Time(IOP)*P*S,"Time Review Event@create Time Period Selections for Submit Time(IOP)*P*S[rsmb]

Time Review Event@create Time Period Selections for Submit Time(IOP)*P*S[rsmb]+PA

Time Review Event@create Time Period Selections for Submit Time(IOP)*P*S[rsmb]+PA","87$486338,87$485347,87$485348","Derived Time Period@create Derived Time Period Instance | Block Distribution(IOP)*P*S[rsmb]+???+PA

Derived Time Period@create Derived Time Period Instance | Final Filtration(IOP)*P*S[rsmb]+PA

Period Schedule@get Period Schedule for Start Date API(SS)*P*S(public)[rsmb]+???+DT

Time Entry Template@get Submit by Period for Worker API(GRA)*P*S[ramb]+PA

Worker Coordinated Time Block@get Minimum Shift Date or Date from WCTB parms(GRA)*P*S[ramb]

Worker Coordinated Time Block@get Time Block Date or Shift Date(GAS)[ramb]

Worker Coordinated Time Block@get Worker Time Blocks that Worker is active for Date(GRS)*P*S[rsmb]+PA

Work Schedule Calendar@get Time Tracking Start Date API for Worker and Date Parms(SA)*P*S[ramb]","87$407153,87$485346,86$388804,86$389990,86$288135,87$546650,86$392778,87$485342",2663$47525
Time Review Event,Time Review Event@get Summary of Worker Time Blocks by Date and Calc Tags(IOP)(public),Time Review Event@get Summary of Worker Time Blocks by Date and Calc Tags(IOP)(public)[rsmb],87$494448,"Instance@get This Instance(GSS)(public)[rsmb]

Worker Time Block@get Sum Time Block Calculated Quantity for Worker Time Block Parm(GRA)*P*S[ramb]+PA

Worker Time Block@get Time Block Date for Payroll Interface(SA)[ramb]

Worker Time Block@get Time Block Date for Payroll Interface from Worker Time Block parm(GRA)*P*S[ramb]+PA

Worker Time Block@get Time Calculation Tags for Worker Time Block (not Deleted)  mapped to Earnings(SS)[rsmb]+???+DT

Worker Time Block@get Time Calculation Tags for Worker Time Block  mapped to Earnings(SS)[rsmb]+DT

Worker Time Block@get Time Calculation Tags mapped to Earnings for Worker Time Block parm(GRS)*P*S[rsmb]+PA

Worker Time Block@get Time Entry Code for Worker Time parm(GRS)*P*S[rsmb]+PA","87$494449,87$494450,87$2,87$494451,86$384549,87$497065,86$405195,86$354332",2663$49331
Time Review Event,Time Review Event@get Time Review Events within moment range for Workers(IOP)*P*S,Time Review Event@get Time Review Events within moment range for Workers(IOP)*P*S[rsmb],87$498812,Payroll Result Line Group@get Worker from QGV(IOP)*P*S[rsmb]+PA,87$279226,2663$50148
Time Review Event,Time Review Event@get Time Review Events filtered for qualified Worker Time Blocks(IOP)*P*S,Time Review Event@get Time Review Events filtered for qualified Worker Time Blocks(IOP)*P*S[rsmb],87$498813,"Query Group Value@get Group Instances for Query Group Values(GRS)*P*S[rsmb]+PA

Time Review Event@has qualified Worker Time Blocks for Unprocessed Retro(GRA)*P[ramb]","86$408933,87$498810",2663$50149
Time Review Event,Time Review Event@get qualifying Time Review Events within moment range(IOP)*P*S(public),"Time Review Event@get qualifying Time Review Events within moment range(IOP)*P*S(public)[rsmb]

Time Review Event@get qualifying Time Review Events within moment range(IOP)*P*S(public)[rsmb]+PA","87$498814,87$498815",Time Review Event@has qualified Worker Time Blocks for Unprocessed Retro(GRA)*P[ramb],86$408936,2663$50150
Time Review Event,Time Review Event@get Time Review Events Approved within moment range and Not Processed by Retro(IOP)*P*S,Time Review Event@get Time Review Events Approved within moment range and Not Processed by Retro(IOP)*P*S[rsmb],87$522169,Time Review Event@has qualified Worker Time Blocks for Unprocessed Retro(GRA)*P[ramb],86$431410,2663$54413
Time Review Event,Time Review Event@get Approved Prior Period Worker Time Blocks(IOP)*P*S(public),"Time Review Event@get Approved Prior Period Worker Time Blocks(IOP)*P*S(public)[rsmb]

Time Review Event@get Approved Prior Period Worker Time Blocks(IOP)*P*S(public)[rsmb]+???+PA

Time Review Event@get Approved Prior Period Worker Time Blocks(IOP)*P*S(public)[rsmb]+???+PA","87$530088,87$530089,87$530090",Worker Time Block@is Approved in Prior Period(EBE)*P[ramb],86$438251,2663$55992
Time Review Event,Time Review Event@get Time Review Events group by Worker(IOP)*P*S,Time Review Event@get Time Review Events group by Worker(IOP)*P*S[rsmb],87$663168,Worker Event@get Worker Event.applies to Worker(GR)(public)*O,207$645,2663$78407
Time Review Event,Time Review Event@get Period One or Period Two Date(SAC)*P*S,"Time Review Event@get Period 1 or Week 1 End Date(SAC)*P*S[ramb]+PA

Time Review Event@get Period 1 or Week 1 Start Date(SAC)*P*S[ramb]+PA

Time Review Event@get Period One or Period Two Date(SAC)*P*S[ramb]","86$276514,86$396246,86$396247",,,13038$457
Time Review Event,Time Review Event@get Submit Time Help Text(SAC)*P*S,"Time Review Event@get Submit Time Help Text(SAC)*P*S[ramb]

Time Review Event@get Submit Time Help Text(SAC)*P*S[ramb]+PA","86$280640,86$280644","Common Boolean@is Count of Submittable Periods > 1(EBE)*P*S(public)[ramb]+PA

Time Review Event@get Submit Multiple Periods Help Text(BA)*S[ramb]

Time Review Event@get Submit Single Period Help Text(BA)*S[ramb]","86$280641,86$280642,86$372437",13038$607
Time Review Event,Time Review Event@get Calculated Start Date API(SAC)*P*S,"Time Review Event@get Calculated Start Date API(SAC)*P*S[ramb]

Time Review Event@get Calculated Start Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated Start Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated Start Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated Start Date API(SAC)*P*S[ramb]+PA","86$289696,86$289699,86$284933,86$289703,86$301727","Period@get Period Start Date from Period Parm(GRA)*P*S(public)[ramb]+PA

Time Entry Template@get Submit by Period for Time Template API (for: Worker and Date parms)(GRA)*P*S[ramb]+PA

Work Schedule Calendar@get Calculated Week Start Date(SA)*P*S[ramb]+PA","86$284934,86$389977,86$284937",13038$713
Time Review Event,Time Review Event@get Calculated End Date API(SAC)*P*S,"Time Review Event@get Calculated End Date API(SAC)*P*S[ramb]

Time Review Event@get Calculated End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Calculated End Date API(SAC)*P*S[ramb]+PA","86$301728,86$289697,86$289700,86$289702,86$284938","Period@get Period End Date from Period Parm (for: Worker Not Secured, Date)(GRA)*P*S(public)[ramb]+PA

Time Entry Template@get Submit by Period for Time Template API (for: Worker and Date parms)(GRA)*P*S[ramb]+PA

Work Schedule Calendar@get Calculated Week End Date(SA)*P*S[ramb]+PA","86$284934,86$389976,86$284939",13038$714
Time Review Event,Time Review Event@get Period 1 Radio Button Visible(SAC)*P*S,"Time Review Event@get Period 1 Radio Button Visible(SAC)*P*S[ramb]+PA

Time Review Event@get Period 1 Radio Button Visible(SAC)*P*S[ramb]+PA

Time Review Event@get Period 2 Visible(SAC)*P*S[ramb]+???+PA","86$285649,86$396244,86$291983","Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Common Instance Set@get Submittable WTB + TETO for Period 1(SS)*P*S(public)[rsmb]+PA

Period@get Period Schedule Period with Start Date as Reference Date(SS)*P*S(public)[rsmb]+PA","86$166,87$358779,86$13,87$339597",13038$754
Time Review Event,Time Review Event@get Reported End Date API(SAC)*P*S,"Time Review Event@get Reported End Date API(SAC)*P*S[ramb]

Time Review Event@get Reported End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Reported End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Reported End Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Reported End Date API(SAC)*P*S[ramb]+PA","86$285656,86$289704,86$289706,86$289708,86$299101","Common Date@get Reported Period End Date + Day Breaker (for: Worker Not Secured, Date)(GAS)*P*S(public)[ramb]+PA

Time Entry Template@get Submit by Period for Time Template API (for: Worker and Date parms)(GRA)*P*S[ramb]+PA

Work Schedule Calendar@get Reported Week End Date(SA)*P*S[ramb]+PA","86$285664,86$284934,86$389980",13038$755
Time Review Event,Time Review Event@get Reported Start Date API(SAC)*P*S,"Time Review Event@get Reported Start Date API(SAC)*P*S[ramb]

Time Review Event@get Reported Start Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Reported Start Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Reported Start Date API(SAC)*P*S[ramb]+PA

Time Review Event@get Reported Start Date API(SAC)*P*S[ramb]+PA","86$285657,86$289705,86$289707,86$299100,86$289709","Common Date@get Reported Period Start Date | Day Breaker | Workers Time Zone(GAS)*P*S(public)[ramb]+PA

Time Entry Template@get Submit by Period for Time Template API (for: Worker and Date parms)(GRA)*P*S[ramb]+PA

Work Schedule Calendar@get Reported Week Start Date(SA)*P*S[ramb]+PA","86$389973,86$284934,86$285659",13038$756
Time Review Event,Time Review Event@get Period 1 Radio Button Selected(SAC)*P*S,Time Review Event@get Period 1 Radio Button Selected(SAC)*P*S[ramb]+???+PA,86$285725,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Common Boolean@is Period 2 Exists in Week (for: Time Worker, SBP, and Start/End Date)(EBE)*P*S(public)[ramb]+???+PA

Common Instance Set@get Submittable WTB + TETO for Period 2(SS)*P*S(public)[rsmb]+???+PA

Period@get Period Schedule Period with Start Date as Reference Date(SS)*P*S(public)[rsmb]+PA","86$299089,86$166,87$358780,87$339597,86$13",13038$759
Time Review Event,Time Review Event@get Period 2 Radio Button Selected(SAC)*P*S,Time Review Event@get Period 2 Radio Button Selected(SAC)*P*S[ramb]+PA,86$285726,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Common Boolean@is Period 2 Exists in Week (for: Time Worker, SBP, and Start/End Date)(EBE)*P*S(public)[ramb]+???+PA

Common Instance Set@get Submittable WTB + TETO for Period 1(SS)*P*S(public)[rsmb]+PA","86$299089,86$166,87$358779,86$13",13038$760
Time Review Event,Time Review Event@get Effective Date For Secured By Roles(SAC)*P*S,"Time Review Event@get Effective Date For Secured By Roles(SAC)*P*S[ramb]

Time Review Event@get Effective Date For Secured By Roles(SAC)*P*S[ramb]+PA","86$285738,86$285742","Common Boolean@is Hire Local Date between Termination Local Date and Period End Local Date(EBE)*P*S(public)[ramb]+PA

Common Boolean@is Job End Local Date between Period Start and End Local Date(EBE)*P*S(public)[ramb]+PA

Common Boolean@is Termination Local Date between Period Start and End Local Date(EBE)*P*S(public)[ramb]+PA

Time Review Event@get Earlier of Job End and Termination Date(SA)*P*S[ramb]+???","86$423256,86$423259,86$423260,86$285741",13038$763
Time Review Event,Time Review Event@get User Given Date for Date parms(SAC)*P*S,"Time Review Event@get User Given Date for Date parms(SAC)*P*S[ramb]

Time Review Event@get User Given Date for Date parms(SAC)*P*S[ramb]+PA

Time Review Event@get User Given Date for Date parms(SAC)*P*S[ramb]+PA","86$289698,86$289701,86$288744",,,13038$884
Time Review Event,Time Review Event@get End Date for Display Name(SAC)*P,Time Review Event@get End Date for Display Name(SAC)*P[ramb]+PA,86$291631,"Common Boolean@is Time Review Event has Worker with Midnight Day Breaker or No Day Breaker(EBE)*P*S(public)[ramb]+PA

Common Date@extract Date from Reported End Date for Time Review Event(GAS)*P*S(public)[ramb]+PA

Time Review Event@get Calculated End Date(GA)","86$291633,86$291635,12$25110",13038$1319
Time Review Event,Time Review Event@get Start Date for Display Name(SAC)*P,Time Review Event@get Start Date for Display Name(SAC)*P[ramb]+PA,86$298723,"Common Boolean@is Work Schedule Calendar Day Breaker Divider Current | Next(EBE)*P*S(public)[ramb]+PA

Common Date@extract Date from Reported Start Date for Time Review Event(GAS)*P*S(public)[ramb]+PA

Time Review Event@get Calculated Start Date(GA)","86$291636,12$25109,86$151413",13038$1320
Time Review Event,Time Review Event@get Submit Time Final Response(SAC)*P*S,Time Review Event@get Submit Time Final Response(SAC)*P*S[ramb],86$335293,"Time Review Event@get You have successfully submitted time text(BA)*S[ramb]

Time Review Event@get You have successfully submitted your time text(BA)*S[ramb]

Time Review Event@is Processing Worker eq Worker parm(EBE)*P*S[ramb]+PA","86$119170,86$335294,86$335295",13038$3188
